Tarih,Oda Numarası,Oda Tipi,Personel ID,Temizlik Türü,Giriş Saati,Çıkış Saati
2024-08-16,1041,Standart,P046,Rutin,09:25,09:39
2024-08-16,1041,Standart,M019,Mini Bar,00:20,00:25
2024-08-16,1038,Standart,P050,Rutin,10:48,10:56
2024-08-16,1038,Standart,M019,Mini Bar,00:30,00:36
2024-08-16,1002,Standart,P047,Rutin,05:37,05:45
2024-08-16,1002,Standart,M019,Mini Bar,00:41,00:46
2024-08-16,1021,Standart,P049,Detaylı,11:42,11:55
2024-08-16,1021,Standart,M019,Mini Bar,00:51,00:56
2024-08-16,1039,Standart,P047,Rutin,05:50,05:57
2024-08-16,1039,Standart,M019,Mini Bar,01:01,01:07
2024-08-16,1047,Standart,P046,Rutin,09:44,09:57
2024-08-16,1047,Standart,M019,Mini Bar,01:12,01:15
2024-08-16,1018,Standart,P049,Detaylı,12:00,12:13
2024-08-16,1018,Standart,M020,Mini Bar,01:33,01:39
2024-08-16,1037,Standart,P050,Rutin,11:01,11:05
2024-08-16,1037,Standart,M020,Mini Bar,01:44,01:49
2024-08-16,1053,Standart,P048,Rutin,07:00,07:04
2024-08-16,1053,Standart,M019,Mini Bar,01:20,01:25
2024-08-16,1057,Standart,P050,Rutin,11:10,11:23
2024-08-16,1057,Standart,M019,Mini Bar,01:30,01:36
2024-08-16,1055,Standart,P047,Rutin,06:02,06:09
2024-08-16,1055,Standart,M019,Mini Bar,01:41,01:46
2024-08-16,1067,Standart,P050,Rutin,11:28,11:39
2024-08-16,1067,Standart,M020,Mini Bar,01:54,01:57
2024-08-16,1010,Standart,P048,Rutin,07:09,07:18
2024-08-16,1010,Standart,M019,Mini Bar,01:51,01:56
2024-08-16,1049,Standart,P047,Rutin,06:14,06:18
2024-08-16,1049,Standart,M020,Mini Bar,02:02,02:06
2024-08-16,1066,Standart,P050,Rutin,11:44,11:52
2024-08-16,1066,Standart,M020,Mini Bar,02:11,02:15
2024-08-16,1044,Standart,P050,Rutin,11:57,12:06
2024-08-16,1044,Standart,M019,Mini Bar,02:01,02:04
2024-08-16,1042,Standart,P050,Rutin,12:11,12:20
2024-08-16,1042,Standart,M019,Mini Bar,02:09,02:13
2024-08-16,1001,Standart,P049,Rutin,12:18,12:24
2024-08-16,1001,Standart,M020,Mini Bar,02:20,02:25
2024-08-16,1019,Standart,P047,Rutin,06:23,06:28
2024-08-16,1019,Standart,M020,Mini Bar,02:30,02:36
2024-08-16,1004,Standart,P049,Rutin,12:29,12:37
2024-08-16,1004,Standart,M020,Mini Bar,02:41,02:47
2024-08-16,1052,Standart,P046,Rutin,10:02,10:10
2024-08-16,1052,Standart,M019,Mini Bar,02:18,02:24
2024-08-16,1056,Standart,P048,Detaylı,07:23,07:48
2024-08-16,1056,Standart,M020,Mini Bar,02:52,02:57
2024-08-16,1017,Standart,P048,Rutin,07:53,07:56
2024-08-16,1017,Standart,M020,Mini Bar,03:02,03:07
2024-08-16,1061,Standart,P048,Rutin,08:01,08:04
2024-08-16,1061,Standart,M020,Mini Bar,03:12,03:15
2024-08-16,1015,Standart,P046,Rutin,10:15,10:22
2024-08-16,1015,Standart,M020,Mini Bar,03:20,03:25
2024-08-16,1064,Standart,P050,Detaylı,12:25,12:53
2024-08-16,1064,Standart,M019,Mini Bar,02:29,02:34
2024-08-16,1003,Standart,P048,Detaylı,08:09,08:32
2024-08-16,1003,Standart,M020,Mini Bar,03:30,03:34
2024-08-16,1008,Standart,P050,Detaylı,12:58,13:35
2024-08-16,1008,Standart,M020,Mini Bar,03:39,03:43
2024-08-16,1028,Standart,P048,Rutin,08:37,08:42
2024-08-16,1028,Standart,M019,Mini Bar,02:39,02:45
2024-08-16,1005,Standart,P049,Detaylı,12:42,13:09
2024-08-16,1005,Standart,M020,Mini Bar,03:48,03:54
2024-08-16,1033,Standart,P049,Rutin,13:14,13:18
2024-08-16,1033,Standart,M020,Mini Bar,03:59,04:04
2024-08-16,1023,Standart,P048,Rutin,08:47,08:51
2024-08-16,1023,Standart,M019,Mini Bar,02:50,02:53
2024-08-16,1006,Standart,P049,Rutin,13:23,13:31
2024-08-16,1006,Standart,M020,Mini Bar,04:09,04:15
2024-08-16,1025,Standart,P047,Rutin,06:33,06:40
2024-08-16,1025,Standart,M019,Mini Bar,02:58,03:03
2024-08-16,1065,Standart,P048,Rutin,08:56,09:02
2024-08-16,1065,Standart,M020,Mini Bar,04:20,04:24
2024-08-16,1013,Standart,P050,Detaylı,13:40,14:15
2024-08-16,1013,Standart,M019,Mini Bar,03:08,03:13
2024-08-16,1035,Standart,P048,Rutin,09:07,09:16
2024-08-16,1035,Standart,M019,Mini Bar,03:18,03:23
2024-08-16,1054,Standart,P047,Rutin,06:45,06:51
2024-08-16,1054,Standart,M019,Mini Bar,03:28,03:32
2024-08-16,1068,Standart,P050,Detaylı,14:20,14:55
2024-08-16,1068,Standart,M020,Mini Bar,04:29,04:35
2024-08-16,1058,Standart,P050,Rutin,15:00,15:11
2024-08-16,1058,Standart,M020,Mini Bar,04:40,04:44
2024-08-16,1043,Standart,P048,Detaylı,09:21,09:38
2024-08-16,1043,Standart,M020,Mini Bar,04:49,04:55
2024-08-16,1138,Suit,P052,Rutin,09:18,09:33
2024-08-16,1138,Suit,M022,Mini Bar,18:16,18:22
2024-08-16,1113,Suit,P053,Detaylı,21:54,22:26
2024-08-16,1113,Suit,M022,Mini Bar,18:27,18:33
2024-08-16,1132,Suit,P053,Rutin,22:31,22:42
2024-08-16,1132,Suit,M022,Mini Bar,18:38,18:44
2024-08-16,1149,Suit,P054,Rutin,18:42,18:57
2024-08-16,1149,Suit,M021,Mini Bar,00:12,00:16
2024-08-16,1126,Suit,P052,Rutin,09:38,09:53
2024-08-16,1126,Suit,M022,Mini Bar,18:49,18:55
2024-08-16,1147,Suit,P054,Rutin,19:02,19:12
2024-08-16,1147,Suit,M021,Mini Bar,00:21,00:27
2024-08-16,1118,Suit,P054,Rutin,19:17,19:28
2024-08-16,1118,Suit,M022,Mini Bar,19:00,19:04
2024-08-16,1114,Suit,P054,Detaylı,19:33,20:03
2024-08-16,1114,Suit,M021,Mini Bar,00:32,00:38
2024-08-16,1120,Suit,P053,Detaylı,22:47,23:17
2024-08-16,1120,Suit,M022,Mini Bar,19:09,19:14
2024-08-16,1101,Suit,P052,Detaylı,09:58,10:41
2024-08-16,1101,Suit,M021,Mini Bar,00:43,00:49
2024-08-16,1103,Suit,P053,Detaylı,23:22,00:08
2024-08-16,1103,Suit,M022,Mini Bar,19:19,19:22
2024-08-16,1110,Suit,P054,Detaylı,20:08,20:50
2024-08-16,1110,Suit,M022,Mini Bar,19:27,19:31
2024-08-16,1134,Suit,P053,Detaylı,00:13,00:49
2024-08-16,1134,Suit,M022,Mini Bar,19:36,19:41
2024-08-16,1122,Suit,P052,Rutin,10:46,11:02
2024-08-16,1122,Suit,M021,Mini Bar,00:54,01:00
2024-08-16,1129,Suit,P051,Rutin,20:45,20:55
2024-08-16,1129,Suit,M022,Mini Bar,19:46,19:51
2024-08-16,1146,Suit,P053,Rutin,00:54,01:05
2024-08-16,1146,Suit,M021,Mini Bar,01:05,01:11
2024-08-16,1143,Suit,P052,Rutin,11:07,11:21
2024-08-16,1143,Suit,M021,Mini Bar,01:16,01:21
2024-08-16,1127,Suit,P052,Rutin,11:26,11:41
2024-08-16,1127,Suit,M022,Mini Bar,19:56,19:59
2024-08-16,1104,Suit,P054,Rutin,20:55,21:05
2024-08-16,1104,Suit,M021,Mini Bar,01:26,01:32
2024-08-16,1125,Suit,P053,Rutin,01:10,01:23
2024-08-16,1125,Suit,M022,Mini Bar,20:04,20:08
2024-08-16,1139,Suit,P052,Rutin,11:46,12:03
2024-08-16,1139,Suit,M022,Mini Bar,20:13,20:17
2024-08-16,1133,Suit,P053,Rutin,01:28,01:42
2024-08-16,1133,Suit,M022,Mini Bar,20:22,20:27
2024-08-16,1145,Suit,P052,Rutin,12:08,12:22
2024-08-16,1145,Suit,M022,Mini Bar,20:32,20:38
2024-08-16,1112,Suit,P052,Rutin,12:27,12:41
2024-08-16,1112,Suit,M022,Mini Bar,20:43,20:48
2024-08-16,1144,Suit,P054,Rutin,21:10,21:24
2024-08-16,1144,Suit,M022,Mini Bar,20:53,20:56
2024-08-16,1117,Suit,P052,Detaylı,12:46,13:33
2024-08-16,1117,Suit,M021,Mini Bar,01:37,01:40
2024-08-16,1109,Suit,P054,Rutin,21:29,21:41
2024-08-16,1109,Suit,M021,Mini Bar,01:45,01:51
2024-08-16,1116,Suit,P052,Rutin,13:38,13:53
2024-08-16,1116,Suit,M021,Mini Bar,01:56,01:59
2024-08-16,1128,Suit,P053,Rutin,01:47,02:00
2024-08-16,1128,Suit,M022,Mini Bar,21:01,21:05
2024-08-16,1142,Suit,P053,Rutin,02:05,02:17
2024-08-16,1142,Suit,M021,Mini Bar,02:04,02:09
2024-08-16,1150,Suit,P051,Detaylı,21:00,21:27
2024-08-16,1150,Suit,M022,Mini Bar,21:10,21:15
2024-08-16,1140,Suit,P053,Rutin,02:22,02:36
2024-08-16,1140,Suit,M021,Mini Bar,02:14,02:19
2024-08-16,1119,Suit,P054,Rutin,21:46,22:00
2024-08-16,1119,Suit,M022,Mini Bar,21:20,21:24
2024-08-16,1137,Suit,P054,Detaylı,22:05,22:50
2024-08-16,1137,Suit,M021,Mini Bar,02:24,02:27
2024-08-16,1105,Suit,P053,Rutin,02:41,02:55
2024-08-16,1105,Suit,M022,Mini Bar,21:29,21:34
2024-08-16,1121,Suit,P051,Rutin,21:32,21:41
2024-08-16,1121,Suit,M021,Mini Bar,02:32,02:36
2024-08-16,1106,Suit,P053,Rutin,03:00,03:09
2024-08-16,1106,Suit,M021,Mini Bar,02:41,02:44
2024-08-16,1102,Suit,P052,Rutin,13:58,14:13
2024-08-16,1102,Suit,M021,Mini Bar,02:49,02:55
2024-08-16,1131,Suit,P052,Detaylı,14:18,14:58
2024-08-16,1131,Suit,M021,Mini Bar,03:00,03:04
2024-08-16,1124,Suit,P051,Rutin,21:46,21:52
2024-08-16,1124,Suit,M022,Mini Bar,21:39,21:44
2024-08-16,1135,Suit,P053,Detaylı,03:14,03:43
2024-08-16,1135,Suit,M021,Mini Bar,03:09,03:15
2024-08-16,1148,Suit,P054,Rutin,22:55,23:10
2024-08-16,1148,Suit,M022,Mini Bar,21:49,21:53
2024-08-16,1108,Suit,P054,Rutin,23:15,23:26
2024-08-16,1108,Suit,M021,Mini Bar,03:20,03:26
2024-08-16,1130,Suit,P054,Rutin,23:31,23:42
2024-08-16,1130,Suit,M021,Mini Bar,03:31,03:36
2024-08-16,1136,Suit,P052,Rutin,15:03,15:14
2024-08-16,1136,Suit,M021,Mini Bar,03:41,03:45
2024-08-16,1123,Suit,P053,Rutin,03:48,04:01
2024-08-16,1123,Suit,M021,Mini Bar,03:50,03:56
2024-08-16,1111,Suit,P054,Detaylı,23:47,00:33
2024-08-16,1111,Suit,M021,Mini Bar,04:01,04:06
2024-08-16,1107,Suit,P052,Detaylı,15:19,15:55
2024-08-16,1107,Suit,M022,Mini Bar,21:58,22:02
2024-08-16,1115,Suit,P052,Rutin,16:00,16:11
2024-08-16,1115,Suit,M022,Mini Bar,22:07,22:12
2024-08-16,1215,Suit,P059,Detaylı,04:45,05:21
2024-08-16,1215,Suit,M024,Mini Bar,05:45,05:49
2024-08-16,1219,Suit,P056,Detaylı,18:15,18:55
2024-08-16,1219,Suit,M023,Mini Bar,10:49,10:55
2024-08-16,1205,Suit,P057,Rutin,23:27,23:40
2024-08-16,1205,Suit,M023,Mini Bar,11:00,11:06
2024-08-16,1247,Suit,P056,Rutin,19:00,19:12
2024-08-16,1247,Suit,M024,Mini Bar,05:54,06:00
2024-08-16,1214,Suit,P060,Detaylı,06:57,07:47
2024-08-16,1214,Suit,M023,Mini Bar,11:11,11:17
2024-08-16,1226,Suit,P056,Rutin,19:17,19:30
2024-08-16,1226,Suit,M023,Mini Bar,11:22,11:27
2024-08-16,1233,Suit,P059,Rutin,05:26,05:39
2024-08-16,1233,Suit,M023,Mini Bar,11:32,11:37
2024-08-16,1201,Suit,P056,Rutin,19:35,19:45
2024-08-16,1201,Suit,M024,Mini Bar,06:05,06:10
2024-08-16,1224,Suit,P060,Rutin,07:52,08:04
2024-08-16,1224,Suit,M024,Mini Bar,06:15,06:21
2024-08-16,1211,Suit,P057,Rutin,23:45,23:55
2024-08-16,1211,Suit,M024,Mini Bar,06:26,06:29
2024-08-16,1211,Suit,A005,Arıza,12:21,13:02
2024-08-16,1234,Suit,P058,Rutin,00:03,00:12
2024-08-16,1234,Suit,M023,Mini Bar,11:42,11:46
2024-08-16,1248,Suit,P056,Detaylı,19:50,20:18
2024-08-16,1248,Suit,M024,Mini Bar,06:34,06:40
2024-08-16,1222,Suit,P060,Rutin,08:09,08:19
2024-08-16,1222,Suit,M024,Mini Bar,06:45,06:51
2024-08-16,1220,Suit,P056,Rutin,20:23,20:34
2024-08-16,1220,Suit,M024,Mini Bar,06:56,06:59
2024-08-16,1223,Suit,P058,Detaylı,00:17,01:01
2024-08-16,1223,Suit,M024,Mini Bar,07:04,07:10
2024-08-16,1228,Suit,P056,Rutin,20:39,20:52
2024-08-16,1228,Suit,M024,Mini Bar,07:15,07:20
2024-08-16,1230,Suit,P059,Detaylı,05:44,06:15
2024-08-16,1230,Suit,M024,Mini Bar,07:25,07:31
2024-08-16,1225,Suit,P059,Detaylı,06:20,07:11
2024-08-16,1225,Suit,M024,Mini Bar,07:36,07:40
2024-08-16,1210,Suit,P059,Rutin,07:16,07:29
2024-08-16,1210,Suit,M023,Mini Bar,11:51,11:56
2024-08-16,1203,Suit,P060,Rutin,08:24,08:34
2024-08-16,1203,Suit,M024,Mini Bar,07:45,07:49
2024-08-16,1246,Suit,P060,Detaylı,08:39,09:26
2024-08-16,1246,Suit,M024,Mini Bar,07:54,07:58
2024-08-16,1241,Suit,P059,Detaylı,07:34,08:15
2024-08-16,1241,Suit,M024,Mini Bar,08:03,08:08
2024-08-16,1237,Suit,P056,Rutin,20:57,21:10
2024-08-16,1237,Suit,M023,Mini Bar,12:01,12:06
2024-08-16,1206,Suit,P056,Rutin,21:15,21:27
2024-08-16,1206,Suit,M024,Mini Bar,08:13,08:16
2024-08-16,1240,Suit,P060,Rutin,09:31,09:43
2024-08-16,1240,Suit,M024,Mini Bar,08:21,08:25
2024-08-16,1236,Suit,P057,Detaylı,00:00,00:40
2024-08-16,1236,Suit,M024,Mini Bar,08:30,08:35
2024-08-16,1204,Suit,P057,Rutin,00:45,00:53
2024-08-16,1204,Suit,M024,Mini Bar,08:40,08:46
2024-08-16,1227,Suit,P058,Detaylı,01:06,01:35
2024-08-16,1227,Suit,M023,Mini Bar,12:11,12:15
2024-08-16,1250,Suit,P059,Rutin,08:20,08:34
2024-08-16,1250,Suit,M023,Mini Bar,12:20,12:23
2024-08-16,1229,Suit,P057,Rutin,00:58,01:07
2024-08-16,1229,Suit,M023,Mini Bar,12:28,12:32
2024-08-16,1244,Suit,P059,Rutin,08:39,08:49
2024-08-16,1244,Suit,M023,Mini Bar,12:37,12:43
2024-08-16,1202,Suit,P059,Rutin,08:54,09:08
2024-08-16,1202,Suit,M023,Mini Bar,12:48,12:51
2024-08-16,1239,Suit,P057,Rutin,01:12,01:23
2024-08-16,1239,Suit,M024,Mini Bar,08:51,08:54
2024-08-16,1249,Suit,P056,Detaylı,21:32,22:11
2024-08-16,1249,Suit,M023,Mini Bar,12:56,12:59
2024-08-16,1218,Suit,P057,Rutin,01:28,01:41
2024-08-16,1218,Suit,M024,Mini Bar,08:59,09:03
2024-08-16,1212,Suit,P058,Rutin,01:40,01:52
2024-08-16,1212,Suit,M024,Mini Bar,09:08,09:12
2024-08-16,1235,Suit,P057,Rutin,01:46,01:59
2024-08-16,1235,Suit,M023,Mini Bar,13:04,13:10
2024-08-16,1216,Suit,P057,Detaylı,02:04,02:35
2024-08-16,1216,Suit,M023,Mini Bar,13:15,13:21
2024-08-16,1243,Suit,P056,Detaylı,22:16,23:00
2024-08-16,1243,Suit,M023,Mini Bar,13:26,13:32
2024-08-16,1208,Suit,P060,Rutin,09:48,09:59
2024-08-16,1208,Suit,M023,Mini Bar,13:37,13:41
2024-08-16,1217,Suit,P059,Rutin,09:13,09:24
2024-08-16,1217,Suit,M024,Mini Bar,09:17,09:23
2024-08-16,1213,Suit,P058,Rutin,01:57,02:10
2024-08-16,1213,Suit,M024,Mini Bar,09:28,09:33
2024-08-16,1238,Suit,P059,Detaylı,09:29,10:20
2024-08-16,1238,Suit,M024,Mini Bar,09:38,09:42
2024-08-16,1232,Suit,P059,Detaylı,10:25,11:15
2024-08-16,1232,Suit,M023,Mini Bar,13:46,13:50
2024-08-16,1231,Suit,P057,Detaylı,02:40,03:18
2024-08-16,1231,Suit,M023,Mini Bar,13:55,14:01
2024-08-16,1245,Suit,P059,Rutin,11:20,11:34
2024-08-16,1245,Suit,M024,Mini Bar,09:47,09:51
2024-08-16,1209,Suit,P059,Rutin,11:39,11:54
2024-08-16,1209,Suit,M024,Mini Bar,09:56,10:01
2024-08-16,1221,Suit,P056,Detaylı,23:05,23:37
2024-08-16,1221,Suit,M024,Mini Bar,10:06,10:10
2024-08-16,1242,Suit,P059,Detaylı,11:59,12:34
2024-08-16,1242,Suit,M024,Mini Bar,10:15,10:18
2024-08-16,1321,Suit,P062,Detaylı,10:42,11:29
2024-08-16,1321,Suit,M026,Mini Bar,19:00,19:06
2024-08-16,1336,Suit,P062,Rutin,11:34,11:43
2024-08-16,1336,Suit,M026,Mini Bar,19:11,19:15
2024-08-16,1341,Suit,P062,Rutin,11:48,12:01
2024-08-16,1341,Suit,M026,Mini Bar,19:20,19:26
2024-08-16,1325,Suit,P064,Rutin,13:41,13:57
2024-08-16,1325,Suit,M026,Mini Bar,19:31,19:37
2024-08-16,1348,Suit,P063,Rutin,12:51,12:59
2024-08-16,1348,Suit,M026,Mini Bar,19:42,19:45
2024-08-16,1342,Suit,P061,Detaylı,00:29,01:08
2024-08-16,1342,Suit,M026,Mini Bar,19:50,19:54
2024-08-16,1304,Suit,P065,Rutin,17:57,18:05
2024-08-16,1304,Suit,M025,Mini Bar,23:12,23:17
2024-08-16,1317,Suit,P062,Rutin,12:06,12:15
2024-08-16,1317,Suit,M026,Mini Bar,19:59,20:03
2024-08-16,1316,Suit,P063,Rutin,13:04,13:14
2024-08-16,1316,Suit,M025,Mini Bar,23:22,23:26
2024-08-16,1343,Suit,P061,Detaylı,01:13,01:53
2024-08-16,1343,Suit,M026,Mini Bar,20:08,20:13
2024-08-16,1344,Suit,P065,Rutin,18:10,18:16
2024-08-16,1344,Suit,M025,Mini Bar,23:31,23:37
2024-08-16,1312,Suit,P063,Rutin,13:19,13:30
2024-08-16,1312,Suit,M026,Mini Bar,20:18,20:24
2024-08-16,1345,Suit,P065,Rutin,18:21,18:27
2024-08-16,1345,Suit,M025,Mini Bar,23:42,23:45
2024-08-16,1328,Suit,P063,Detaylı,13:35,14:14
2024-08-16,1328,Suit,M026,Mini Bar,20:29,20:34
2024-08-16,1303,Suit,P062,Rutin,12:20,12:30
2024-08-16,1303,Suit,M025,Mini Bar,23:50,23:53
2024-08-16,1331,Suit,P063,Rutin,14:19,14:27
2024-08-16,1331,Suit,M026,Mini Bar,20:39,20:44
2024-08-16,1318,Suit,P061,Rutin,01:58,02:09
2024-08-16,1318,Suit,M026,Mini Bar,20:49,20:54
2024-08-16,1330,Suit,P064,Rutin,14:02,14:16
2024-08-16,1330,Suit,M026,Mini Bar,20:59,21:04
2024-08-16,1326,Suit,P062,Detaylı,12:35,13:20
2024-08-16,1326,Suit,M025,Mini Bar,23:58,00:02
2024-08-16,1329,Suit,P063,Rutin,14:32,14:44
2024-08-16,1329,Suit,M025,Mini Bar,00:07,00:10
2024-08-16,1335,Suit,P065,Rutin,18:32,18:41
2024-08-16,1335,Suit,M026,Mini Bar,21:09,21:14
2024-08-16,1327,Suit,P065,Rutin,18:46,18:54
2024-08-16,1327,Suit,M025,Mini Bar,00:15,00:21
2024-08-16,1347,Suit,P062,Rutin,13:25,13:35
2024-08-16,1347,Suit,M025,Mini Bar,00:26,00:31
2024-08-16,1301,Suit,P063,Detaylı,14:49,15:21
2024-08-16,1301,Suit,M026,Mini Bar,21:19,21:24
2024-08-16,1350,Suit,P065,Rutin,18:59,19:08
2024-08-16,1350,Suit,M025,Mini Bar,00:36,00:41
2024-08-16,1306,Suit,P065,Rutin,19:13,19:19
2024-08-16,1306,Suit,M025,Mini Bar,00:46,00:52
2024-08-16,1313,Suit,P065,Rutin,19:24,19:32
2024-08-16,1313,Suit,M025,Mini Bar,00:57,01:01
2024-08-16,1302,Suit,P065,Detaylı,19:37,19:57
2024-08-16,1302,Suit,M025,Mini Bar,01:06,01:10
2024-08-16,1308,Suit,P062,Rutin,13:40,13:53
2024-08-16,1308,Suit,M025,Mini Bar,01:15,01:21
2024-08-16,1332,Suit,P062,Detaylı,13:58,14:41
2024-08-16,1332,Suit,M025,Mini Bar,01:26,01:30
2024-08-16,1337,Suit,P063,Detaylı,15:26,16:08
2024-08-16,1337,Suit,M026,Mini Bar,21:29,21:32
2024-08-16,1314,Suit,P062,Rutin,14:46,15:00
2024-08-16,1314,Suit,M025,Mini Bar,01:35,01:38
2024-08-16,1324,Suit,P065,Detaylı,20:02,20:26
2024-08-16,1324,Suit,M025,Mini Bar,01:43,01:47
2024-08-16,1346,Suit,P062,Rutin,15:05,15:17
2024-08-16,1346,Suit,M025,Mini Bar,01:52,01:58
2024-08-16,1320,Suit,P061,Detaylı,02:14,02:50
2024-08-16,1320,Suit,M026,Mini Bar,21:37,21:42
2024-08-16,1333,Suit,P061,Rutin,02:55,03:06
2024-08-16,1333,Suit,M026,Mini Bar,21:47,21:52
2024-08-16,1307,Suit,P063,Detaylı,16:13,16:51
2024-08-16,1307,Suit,M026,Mini Bar,21:57,22:00
2024-08-16,1340,Suit,P063,Rutin,16:56,17:05
2024-08-16,1340,Suit,M026,Mini Bar,22:05,22:09
2024-08-16,1339,Suit,P065,Rutin,20:31,20:40
2024-08-16,1339,Suit,M025,Mini Bar,02:03,02:08
2024-08-16,1311,Suit,P062,Rutin,15:22,15:33
2024-08-16,1311,Suit,M025,Mini Bar,02:13,02:17
2024-08-16,1319,Suit,P062,Rutin,15:38,15:48
2024-08-16,1319,Suit,M026,Mini Bar,22:14,22:18
2024-08-16,1323,Suit,P062,Rutin,15:53,16:02
2024-08-16,1323,Suit,M026,Mini Bar,22:23,22:27
2024-08-16,1315,Suit,P064,Rutin,14:21,14:32
2024-08-16,1315,Suit,M025,Mini Bar,02:22,02:25
2024-08-16,1349,Suit,P065,Detaylı,20:45,21:10
2024-08-16,1349,Suit,M025,Mini Bar,02:30,02:35
2024-08-16,1309,Suit,P065,Detaylı,21:15,21:35
2024-08-16,1309,Suit,M026,Mini Bar,22:32,22:35
2024-08-16,1310,Suit,P065,Rutin,21:40,21:47
2024-08-16,1310,Suit,M026,Mini Bar,22:40,22:46
2024-08-16,1305,Suit,P063,Rutin,17:10,17:19
2024-08-16,1305,Suit,M025,Mini Bar,02:40,02:46
2024-08-16,1338,Suit,P063,Rutin,17:24,17:37
2024-08-16,1338,Suit,M025,Mini Bar,02:51,02:55
2024-08-16,1334,Suit,P062,Rutin,16:07,16:18
2024-08-16,1334,Suit,M025,Mini Bar,03:00,03:03
2024-08-16,1433,Suit,P070,Rutin,08:13,08:21
2024-08-16,1433,Suit,M027,Mini Bar,13:16,13:22
2024-08-16,1426,Suit,P068,Detaylı,21:00,21:38
2024-08-16,1426,Suit,M028,Mini Bar,01:37,01:43
2024-08-16,1439,Suit,P066,Rutin,04:15,04:22
2024-08-16,1439,Suit,M028,Mini Bar,01:48,01:53
2024-08-16,1411,Suit,P070,Rutin,08:26,08:37
2024-08-16,1411,Suit,M027,Mini Bar,13:27,13:30
2024-08-16,1418,Suit,P067,Rutin,03:20,03:34
2024-08-16,1418,Suit,M028,Mini Bar,01:58,02:04
2024-08-16,1418,Suit,A008,Arıza,15:50,16:20
2024-08-16,1416,Suit,P069,Rutin,17:21,17:31
2024-08-16,1416,Suit,M028,Mini Bar,02:09,02:13
2024-08-16,1408,Suit,P068,Rutin,21:43,21:53
2024-08-16,1408,Suit,M027,Mini Bar,13:35,13:41
2024-08-16,1450,Suit,P069,Rutin,17:36,17:45
2024-08-16,1450,Suit,M028,Mini Bar,02:18,02:24
2024-08-16,1424,Suit,P069,Detaylı,17:50,18:15
2024-08-16,1424,Suit,M028,Mini Bar,02:29,02:32
2024-08-16,1414,Suit,P070,Rutin,08:42,08:53
2024-08-16,1414,Suit,M028,Mini Bar,02:37,02:42
2024-08-16,1431,Suit,P070,Rutin,08:58,09:09
2024-08-16,1431,Suit,M028,Mini Bar,02:47,02:52
2024-08-16,1449,Suit,P070,Rutin,09:14,09:26
2024-08-16,1449,Suit,M028,Mini Bar,02:57,03:01
2024-08-16,1447,Suit,P067,Detaylı,03:39,04:17
2024-08-16,1447,Suit,M028,Mini Bar,03:06,03:12
2024-08-16,1406,Suit,P070,Rutin,09:31,09:40
2024-08-16,1406,Suit,M028,Mini Bar,03:17,03:20
2024-08-16,1413,Suit,P066,Rutin,04:27,04:34
2024-08-16,1413,Suit,M028,Mini Bar,03:25,03:28
2024-08-16,1443,Suit,P070,Rutin,09:45,09:56
2024-08-16,1443,Suit,M027,Mini Bar,13:46,13:50
2024-08-16,1442,Suit,P067,Rutin,04:22,04:33
2024-08-16,1442,Suit,M027,Mini Bar,13:55,13:58
2024-08-16,1421,Suit,P068,Detaylı,21:58,22:30
2024-08-16,1421,Suit,M027,Mini Bar,14:03,14:06
2024-08-16,1417,Suit,P068,Detaylı,22:35,23:11
2024-08-16,1417,Suit,M027,Mini Bar,14:11,14:15
2024-08-16,1419,Suit,P067,Rutin,04:38,04:49
2024-08-16,1419,Suit,M028,Mini Bar,03:33,03:37
2024-08-16,1402,Suit,P068,Detaylı,23:16,23:52
2024-08-16,1402,Suit,M027,Mini Bar,14:20,14:26
2024-08-16,1432,Suit,P066,Rutin,04:39,04:47
2024-08-16,1432,Suit,M027,Mini Bar,14:31,14:34
2024-08-16,1404,Suit,P070,Rutin,10:01,10:11
2024-08-16,1404,Suit,M028,Mini Bar,03:42,03:46
2024-08-16,1438,Suit,P069,Rutin,18:20,18:29
2024-08-16,1438,Suit,M028,Mini Bar,03:51,03:56
2024-08-16,1429,Suit,P070,Rutin,10:16,10:28
2024-08-16,1429,Suit,M028,Mini Bar,04:01,04:06
2024-08-16,1441,Suit,P067,Rutin,04:54,05:07
2024-08-16,1441,Suit,M028,Mini Bar,04:11,04:17
2024-08-16,1410,Suit,P069,Rutin,18:34,18:43
2024-08-16,1410,Suit,M028,Mini Bar,04:22,04:26
2024-08-16,1409,Suit,P066,Rutin,04:52,05:02
2024-08-16,1409,Suit,M027,Mini Bar,14:39,14:44
2024-08-16,1440,Suit,P069,Detaylı,18:48,19:10
2024-08-16,1440,Suit,M028,Mini Bar,04:31,04:36
2024-08-16,1448,Suit,P069,Rutin,19:15,19:25
2024-08-16,1448,Suit,M027,Mini Bar,14:49,14:52
2024-08-16,1407,Suit,P066,Rutin,05:07,05:13
2024-08-16,1407,Suit,M027,Mini Bar,14:57,15:03
2024-08-16,1427,Suit,P070,Rutin,10:33,10:43
2024-08-16,1427,Suit,M028,Mini Bar,04:41,04:45
2024-08-16,1430,Suit,P068,Rutin,23:57,00:05
2024-08-16,1430,Suit,M028,Mini Bar,04:50,04:55
2024-08-16,1415,Suit,P070,Detaylı,10:48,11:14
2024-08-16,1415,Suit,M028,Mini Bar,05:00,05:05
2024-08-16,1403,Suit,P069,Detaylı,19:30,20:00
